Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,Utilities,HouseStyle,YearBuilt,BedroomAbvGr,KitchenAbvGr,SalePrice
1355,RL,NA,10316,Pave,NA,IR1,AllPub,2Story,2000,3,1,235000
1356,RL,102,10192,Pave,NA,IR1,AllPub,SLvl,1968,4,1,170000
1357,RL,NA,9477,Pave,NA,Reg,AllPub,1Story,1966,3,1,110000
1358,RL,NA,12537,Pave,NA,IR1,AllPub,1Story,1971,3,1,149900
1359,FV,NA,2117,Pave,NA,Reg,AllPub,2Story,2000,3,1,177500
1360,RL,129,16737,Pave,NA,Reg,AllPub,1Story,2004,3,1,315000
1361,RL,51,9842,Pave,NA,Reg,AllPub,2Story,1921,4,1,189000
1362,RL,124,16158,Pave,NA,IR1,AllPub,1Story,2005,3,1,260000
1363,RL,NA,12513,Pave,NA,IR1,AllPub,1.5Fin,1920,4,1,104900
1364,RL,73,8499,Pave,NA,IR1,AllPub,2Story,2006,3,1,156932
1365,FV,30,3180,Pave,Pave,Reg,AllPub,2Story,2005,2,1,144152
1366,FV,NA,7500,Pave,NA,Reg,AllPub,2Story,2000,3,1,216000
1367,RL,68,9179,Pave,NA,IR1,AllPub,2Story,1999,3,1,193000
1368,RM,41,2665,Pave,NA,Reg,AllPub,2Story,1977,4,1,127000
1369,RM,NA,4435,Pave,NA,Reg,AllPub,1Story,2003,1,1,144000
1370,RL,48,10635,Pave,NA,IR2,AllPub,1Story,2003,3,1,232000
1371,RL,90,5400,Pave,NA,Reg,AllPub,1.5Fin,1920,2,1,105000
1372,RL,80,9600,Pave,NA,Reg,AllPub,SLvl,1955,3,1,165500
1373,RL,75,9750,Pave,NA,Reg,AllPub,2Story,1998,3,1,274300
1374,RL,NA,11400,Pave,NA,Reg,AllPub,1Story,2001,2,1,466500
1375,FV,85,10625,Pave,NA,Reg,AllPub,2Story,2005,3,1,250000
1376,RL,89,10991,Pave,NA,IR1,AllPub,1Story,2007,3,1,239000
1377,RL,52,6292,Pave,NA,Reg,AllPub,1Story,1930,2,1,91000
1378,RL,60,10998,Pave,Grvl,Reg,AllPub,1.5Fin,1941,3,1,117000
1379,RM,21,1953,Pave,NA,Reg,AllPub,2Story,1973,2,1,83000
1380,RL,73,9735,Pave,NA,Reg,AllPub,SLvl,2006,3,1,167500
1381,RL,45,8212,Pave,Grvl,Reg,AllPub,1Story,1914,2,1,58500
1382,RL,NA,12925,Pave,NA,IR1,AllPub,1Story,1970,4,1,237500
1383,RM,60,7200,Pave,NA,Reg,AllPub,2Story,1920,4,1,157000
1384,RL,NA,25339,Pave,NA,Reg,AllPub,1Story,1918,3,1,112000
1385,RL,60,9060,Pave,NA,Reg,AllPub,1.5Fin,1939,2,1,105000
1386,RM,40,5436,Pave,NA,Reg,AllPub,1.5Fin,1922,3,1,125500
1387,RL,80,16692,Pave,NA,IR1,AllPub,2Story,1978,5,1,250000
1388,RM,60,8520,Pave,Grvl,Reg,AllPub,1.5Fin,1916,5,1,136000
1389,RL,42,14892,Pave,NA,IR1,AllPub,1Story,2006,3,1,377500
1390,RM,60,6000,Pave,NA,Reg,AllPub,1.5Fin,1941,3,1,131000
1391,RL,70,9100,Pave,NA,Reg,AllPub,1Story,2000,3,1,235000
1392,RL,65,8944,Pave,NA,Reg,AllPub,1Story,1967,4,2,124000
1393,RL,68,7838,Pave,NA,Reg,AllPub,SFoyer,1967,3,1,123000
1394,RM,60,10800,Pave,Pave,Reg,AllPub,1.5Fin,1905,3,2,163000
1395,RL,53,4045,Pave,NA,Reg,AllPub,1Story,2006,2,1,246578
1396,RL,88,12665,Pave,NA,IR1,AllPub,2Story,2005,4,1,281213
1397,RL,NA,57200,Pave,NA,IR1,AllPub,1Story,1948,3,1,160000
1398,RM,51,6120,Pave,NA,Reg,AllPub,2Story,1920,4,1,137500
1399,RL,60,7200,Pave,NA,Reg,AllPub,1.5Fin,1950,3,1,138000
1400,RL,51,6171,Pave,NA,Reg,AllPub,1.5Fin,1925,3,1,137450
1401,RM,50,6000,Pave,NA,Reg,AllPub,1.5Fin,1929,3,1,120000
1402,RL,62,7415,Pave,NA,IR1,AllPub,2Story,2004,3,1,193000
1403,RL,64,6762,Pave,NA,Reg,AllPub,1Story,2006,2,1,193879
1404,RL,49,15256,Pave,NA,IR1,AllPub,1Story,2007,3,1,282922
1405,RL,60,10410,Pave,Grvl,Reg,AllPub,1.5Fin,1915,3,1,105000
1406,RM,44,3842,Pave,NA,IR1,AllPub,1Story,2004,2,1,275000
1407,RL,70,8445,Pave,NA,Reg,AllPub,SFoyer,1972,2,1,133000
1408,RL,NA,8780,Pave,NA,IR1,AllPub,1Story,1985,3,1,112000
1409,RM,60,7740,Pave,NA,Reg,AllPub,2Story,1910,3,1,125500
1410,RL,46,20544,Pave,NA,IR1,AllPub,2Story,1986,3,1,215000
1411,RL,79,12420,Pave,NA,Reg,AllPub,2Story,2001,3,1,230000
1412,RL,80,9600,Pave,NA,Reg,AllPub,1.5Fin,1950,3,1,140000
1413,RL,60,7200,Pave,NA,Reg,AllPub,1Story,1949,2,2,90000
1414,RL,88,10994,Pave,NA,IR1,AllPub,1Story,2005,2,1,257000
1415,RL,64,13053,Pave,Pave,Reg,AllPub,1.5Fin,1923,4,1,207000
1416,RL,51,3635,Pave,NA,Reg,AllPub,1Story,2007,1,1,175900
1417,RM,60,11340,Pave,NA,Reg,AllPub,2Story,1885,4,2,122500
1418,RL,NA,16545,Pave,NA,IR1,AllPub,2Story,1998,3,1,340000
1419,RL,71,9204,Pave,NA,Reg,AllPub,1Story,1963,3,1,124000
1420,RL,NA,16381,Pave,NA,IR1,AllPub,1Story,1969,3,1,223000
1421,RL,90,11700,Pave,NA,Reg,AllPub,2Story,1968,3,1,179900
1422,RL,53,4043,Pave,NA,Reg,AllPub,1Story,1977,2,1,127500
1423,RM,37,4435,Pave,NA,Reg,AllPub,1Story,2003,1,1,136500
1424,RL,NA,19690,Pave,NA,IR1,AllPub,SLvl,1966,4,1,274970
1425,RL,NA,9503,Pave,NA,Reg,AllPub,1Story,1958,2,1,144000
1426,RL,80,10721,Pave,NA,IR1,AllPub,1Story,1959,3,1,142000
1427,RL,81,10944,Pave,NA,IR1,AllPub,2Story,1994,3,1,271000
1428,RL,60,10930,Pave,Grvl,Reg,AllPub,1.5Fin,1945,3,1,140000
1429,RM,60,7200,Pave,NA,Reg,AllPub,1Story,1940,2,1,119000
1430,RL,NA,12546,Pave,NA,IR1,AllPub,1Story,1981,3,1,182900
1431,RL,60,21930,Pave,NA,IR3,AllPub,2Story,2005,4,1,192140
1432,RL,NA,4928,Pave,NA,IR1,AllPub,1Story,1976,2,1,143750
1433,RL,60,10800,Pave,Grvl,Reg,AllPub,1Story,1927,4,1,64500
1434,RL,93,10261,Pave,NA,IR1,AllPub,2Story,2000,3,1,186500
1435,RL,80,17400,Pave,NA,Reg,AllPub,1Story,1977,3,1,160000
1436,RL,80,8400,Pave,NA,Reg,AllPub,1Story,1962,3,1,174000
1437,RL,60,9000,Pave,NA,Reg,AllPub,1Story,1971,3,1,120500
1438,RL,96,12444,Pave,NA,Reg,AllPub,1Story,2008,2,1,394617
1439,RM,90,7407,Pave,NA,Reg,AllPub,1Story,1957,2,1,149700
1440,RL,80,11584,Pave,NA,Reg,AllPub,SLvl,1979,3,1,197000
1441,RL,79,11526,Pave,NA,IR1,AllPub,2.5Fin,1922,3,1,191000
1442,RM,NA,4426,Pave,NA,Reg,AllPub,1Story,2004,1,1,149300
1443,FV,85,11003,Pave,NA,Reg,AllPub,2Story,2008,3,1,310000
1444,RL,NA,8854,Pave,NA,Reg,AllPub,1.5Unf,1916,2,1,121000
1445,RL,63,8500,Pave,NA,Reg,AllPub,1Story,2004,3,1,179600
1446,RL,70,8400,Pave,NA,Reg,AllPub,SFoyer,1966,3,1,129000
1447,RL,NA,26142,Pave,NA,IR1,AllPub,1Story,1962,3,1,157900
1448,RL,80,10000,Pave,NA,Reg,AllPub,2Story,1995,3,1,240000
1449,RL,70,11767,Pave,NA,Reg,AllPub,2Story,1910,2,1,112000
1450,RM,21,1533,Pave,NA,Reg,AllPub,SFoyer,1970,1,1,92000
1451,RL,60,9000,Pave,NA,Reg,AllPub,2Story,1974,4,2,136000
1452,RL,78,9262,Pave,NA,Reg,AllPub,1Story,2008,3,1,287090
1453,RM,35,3675,Pave,NA,Reg,AllPub,SLvl,2005,2,1,145000
1454,RL,90,17217,Pave,NA,Reg,AllPub,1Story,2006,3,1,84500
1455,FV,62,7500,Pave,Pave,Reg,AllPub,1Story,2004,2,1,185000
1456,RL,62,7917,Pave,NA,Reg,AllPub,2Story,1999,3,1,175000
1457,RL,85,13175,Pave,NA,Reg,AllPub,1Story,1978,3,1,210000
1458,RL,66,9042,Pave,NA,Reg,AllPub,2Story,1941,4,1,266500
1459,RL,68,9717,Pave,NA,Reg,AllPub,1Story,1950,2,1,142125
1460,RL,75,9937,Pave,NA,Reg,AllPub,1Story,1965,3,1,147500
